datetime,symbol,price_type,price,volume
2026-01-01 17:17:19,EURUSD,LAST,1.17479,0
2026-01-01 17:17:20,EURUSD,LAST,1.17479,0
2026-01-01 17:17:21,EURUSD,LAST,1.17479,0
2026-01-01 17:17:22,EURUSD,LAST,1.17478,0
2026-01-01 17:17:23,EURUSD,LAST,1.1748,0
2026-01-01 17:17:24,EURUSD,LAST,1.17478,0
2026-01-01 17:17:25,EURUSD,LAST,1.1748,0
2026-01-01 17:17:26,EURUSD,LAST,1.17479,0
2026-01-01 17:17:27,EURUSD,LAST,1.17479,0
2026-01-01 17:17:49,EURUSD,LAST,1.17481,0
2026-01-01 17:17:50,EURUSD,LAST,1.1748,0
2026-01-01 17:17:51,EURUSD,LAST,1.17479,0
2026-01-01 17:17:52,EURUSD,LAST,1.17479,0
2026-01-01 17:17:53,EURUSD,LAST,1.1748,0
2026-01-01 17:17:57,EURUSD,LAST,1.1748,0
2026-01-01 17:17:58,EURUSD,LAST,1.1748,0
2026-01-01 17:17:59,EURUSD,LAST,1.17479,0
2026-01-01 17:18:00,EURUSD,LAST,1.1748,0
2026-01-01 17:18:13,EURUSD,LAST,1.17479,0
2026-01-01 17:18:14,EURUSD,LAST,1.1748,0
2026-01-01 17:19:00,EURUSD,LAST,1.17479,0
2026-01-01 17:19:01,EURUSD,LAST,1.1748,0
2026-01-01 17:19:02,EURUSD,LAST,1.1748,0
2026-01-01 17:19:03,EURUSD,LAST,1.1748,0
2026-01-01 17:19:04,EURUSD,LAST,1.17479,0
2026-01-01 17:19:05,EURUSD,LAST,1.17479,0
2026-01-01 17:19:06,EURUSD,LAST,1.1748,0
2026-01-01 17:19:08,EURUSD,LAST,1.17479,0
2026-01-01 17:19:09,EURUSD,LAST,1.17479,0
2026-01-01 17:19:10,EURUSD,LAST,1.17479,0
2026-01-01 17:19:11,EURUSD,LAST,1.1748,0
2026-01-01 17:19:13,EURUSD,LAST,1.1748,0
2026-01-01 17:19:14,EURUSD,LAST,1.1748,0
2026-01-01 17:19:15,EURUSD,LAST,1.17479,0
2026-01-01 17:19:16,EURUSD,LAST,1.17479,0
2026-01-01 17:19:17,EURUSD,LAST,1.1748,0
2026-01-01 17:19:18,EURUSD,LAST,1.1748,0
2026-01-01 17:19:19,EURUSD,LAST,1.17479,0
2026-01-01 17:19:20,EURUSD,LAST,1.17479,0
2026-01-01 17:19:21,EURUSD,LAST,1.17479,0
2026-01-01 17:19:23,EURUSD,LAST,1.17479,0
2026-01-01 17:19:24,EURUSD,LAST,1.17479,0
2026-01-01 17:19:25,EURUSD,LAST,1.1748,0
2026-01-01 17:19:26,EURUSD,LAST,1.17479,0
2026-01-01 17:19:27,EURUSD,LAST,1.1748,0
2026-01-01 17:20:16,EURUSD,LAST,1.17481,0
2026-01-01 17:20:33,EURUSD,LAST,1.17476,0
2026-01-01 17:20:34,EURUSD,LAST,1.17477,0
2026-01-01 17:20:37,EURUSD,LAST,1.17476,0
2026-01-01 17:20:50,EURUSD,LAST,1.17476,0
2026-01-01 17:20:57,EURUSD,LAST,1.17476,0
2026-01-01 17:21:40,EURUSD,LAST,1.17474,0
2026-01-01 17:21:51,EURUSD,LAST,1.17475,0
2026-01-01 17:22:29,EURUSD,LAST,1.17473,0
2026-01-01 17:22:32,EURUSD,LAST,1.17472,0
2026-01-01 17:22:33,EURUSD,LAST,1.17472,0
2026-01-01 17:22:34,EURUSD,LAST,1.17472,0
2026-01-01 17:22:35,EURUSD,LAST,1.17473,0
2026-01-01 17:22:36,EURUSD,LAST,1.17473,0
2026-01-01 17:22:37,EURUSD,LAST,1.17472,0
2026-01-01 17:22:38,EURUSD,LAST,1.17472,0
2026-01-01 17:22:39,EURUSD,LAST,1.17472,0
2026-01-01 17:22:40,EURUSD,LAST,1.17472,0
2026-01-01 17:22:41,EURUSD,LAST,1.17472,0
2026-01-01 17:22:42,EURUSD,LAST,1.17473,0
2026-01-01 17:22:43,EURUSD,LAST,1.17472,0
2026-01-01 17:22:44,EURUSD,LAST,1.17472,0
2026-01-01 17:22:45,EURUSD,LAST,1.17473,0
2026-01-01 17:22:46,EURUSD,LAST,1.17473,0
2026-01-01 17:22:47,EURUSD,LAST,1.17472,0
2026-01-01 17:22:48,EURUSD,LAST,1.17472,0
2026-01-01 17:22:49,EURUSD,LAST,1.17472,0
2026-01-01 17:22:50,EURUSD,LAST,1.17472,0
2026-01-01 17:22:51,EURUSD,LAST,1.17472,0
2026-01-01 17:22:52,EURUSD,LAST,1.17473,0
2026-01-01 17:22:53,EURUSD,LAST,1.17471,0
2026-01-01 17:22:54,EURUSD,LAST,1.17471,0
2026-01-01 17:22:56,EURUSD,LAST,1.17472,0
2026-01-01 17:22:57,EURUSD,LAST,1.17471,0
2026-01-01 17:23:01,EURUSD,LAST,1.17471,0
2026-01-01 17:23:02,EURUSD,LAST,1.17472,0
2026-01-01 17:23:03,EURUSD,LAST,1.17472,0
2026-01-01 17:23:04,EURUSD,LAST,1.17472,0
2026-01-01 17:23:05,EURUSD,LAST,1.17472,0
2026-01-01 17:23:06,EURUSD,LAST,1.17471,0
2026-01-01 17:23:07,EURUSD,LAST,1.17472,0
2026-01-01 17:23:08,EURUSD,LAST,1.17471,0
2026-01-01 17:23:09,EURUSD,LAST,1.17472,0
2026-01-01 17:23:10,EURUSD,LAST,1.17472,0
2026-01-01 17:23:13,EURUSD,LAST,1.17471,0
2026-01-01 17:23:14,EURUSD,LAST,1.17471,0
2026-01-01 17:23:15,EURUSD,LAST,1.17471,0
2026-01-01 17:23:16,EURUSD,LAST,1.17471,0
2026-01-01 17:23:17,EURUSD,LAST,1.1747,0
2026-01-01 17:23:18,EURUSD,LAST,1.1747,0
2026-01-01 17:23:19,EURUSD,LAST,1.17471,0
2026-01-01 17:23:20,EURUSD,LAST,1.17472,0
2026-01-01 17:23:21,EURUSD,LAST,1.17472,0
2026-01-01 17:23:22,EURUSD,LAST,1.17471,0
2026-01-01 17:23:23,EURUSD,LAST,1.17472,0
2026-01-01 17:23:24,EURUSD,LAST,1.17471,0
2026-01-01 17:23:25,EURUSD,LAST,1.17471,0
2026-01-01 17:23:26,EURUSD,LAST,1.1747,0
2026-01-01 17:23:27,EURUSD,LAST,1.1747,0
2026-01-01 17:23:28,EURUSD,LAST,1.1747,0
2026-01-01 17:23:29,EURUSD,LAST,1.17471,0
2026-01-01 17:23:30,EURUSD,LAST,1.17472,0
2026-01-01 17:23:31,EURUSD,LAST,1.17472,0
2026-01-01 17:23:32,EURUSD,LAST,1.17472,0
2026-01-01 17:23:33,EURUSD,LAST,1.17472,0
2026-01-01 17:23:34,EURUSD,LAST,1.17472,0
2026-01-01 17:23:35,EURUSD,LAST,1.17472,0
2026-01-01 17:23:36,EURUSD,LAST,1.17472,0
2026-01-01 17:23:37,EURUSD,LAST,1.17471,0
2026-01-01 17:23:38,EURUSD,LAST,1.17471,0
2026-01-01 17:23:39,EURUSD,LAST,1.17472,0
2026-01-01 17:23:40,EURUSD,LAST,1.17471,0
2026-01-01 17:23:41,EURUSD,LAST,1.17471,0
2026-01-01 17:23:42,EURUSD,LAST,1.17472,0
2026-01-01 17:23:43,EURUSD,LAST,1.17471,0
2026-01-01 17:23:44,EURUSD,LAST,1.1747,0
2026-01-01 17:23:45,EURUSD,LAST,1.1747,0
2026-01-01 17:23:46,EURUSD,LAST,1.17472,0
2026-01-01 17:23:48,EURUSD,LAST,1.17471,0
